x,y,y_simulated,residual
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.2566370964050293,-0.0995932221412658,-0.09335128481171083,-0.00624193732955497
1.294336199760437,-0.1104752570390701,-0.10129760698839736,-0.00917765005067274
1.294336199760437,-0.1104752570390701,-0.10129760698839736,-0.00917765005067274
1.294336199760437,-0.1104752570390701,-0.10129760698839736,-0.00917765005067274
1.294336199760437,-0.1104752570390701,-0.10129760698839736,-0.00917765005067274
