x,y,y_simulated,residual
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
1.0,-0.0260401107370853,-0.026036903790518928,-3.2069465663725483e-06
